serie;set;appAfkorting;huidigeMapping;rang;candidateExpansionId;score;overlap;appUniekeNamen;cmUniekeNamen;cmProducten;cardmarketSetcode;cardmarketSetnaam;sampleOverlap;sampleAlleenApp;sampleAlleenCardmarket;advies
POP;POP Series 8;—;;3;4312;0.1134;2;17;18;19;;;night maintenance, roseanne s research;carnivine, cherrim, chimchar, croagunk, happiny, heatran, lucario, luxio, luxray, piplup, probopass, rare candy, riolu, turtwig;ampharos lv 52 jamming cluster bolt, bebe s search, burmy plant cloak lv 10 wear cloak plant cloak tackle, dialga lv 68 time bellow flash cannon, dialga lv x time skip metal flash, flaaffy lv 26 attract current electromagnetic kick, mareep lv 11 thundershock static shock, mothim lv 39 silver wind raging scales, pluspower, professor oak s visit, professor rowan, rival, sentret lv 11 grope scratch, stantler lv 28 lead frighten horn;zwak/alternatief
POP;POP Series 8;—;;4;2027;0.0831;3;17;61;95;;;night maintenance, rare candy, roseanne s research;carnivine, cherrim, chimchar, croagunk, happiny, heatran, lucario, luxio, luxray, piplup, probopass, riolu, turtwig, yanmega;baltoy lv 11 psychic balance spin turn, bebe s search, blissey lv 44 kind egg happy chance, call energy, castaway, celio s network, cessation crystal, chansey lv 31 scrunch double edge, chatot lv 30 mimic chatter, claydol lv 45 cosmic power spinning attack, copycat, croagunk lv 13 light punch poison sting, crystal beach, cyclone energy;zwak/alternatief
POP;POP Series 8;—;;5;2028;0.0771;3;17;70;111;;;night maintenance, rare candy, roseanne s research;carnivine, cherrim, chimchar, croagunk, happiny, heatran, lucario, luxio, luxray, piplup, probopass, riolu, turtwig, yanmega;aaron s collection, azelf lv 55 time walk lock up, baltoy lv 11 psychic balance spin turn, bebe s search, beedrill lv 41 band attack twineedle, beedrill lv 47 flutter wings needle shock, broken time space, bronzong g lv 58 galactic switch psychic pulse, call energy, chatot lv 30 mimic chatter, claydol lv 45 cosmic power spinning attack, crobat g lv 44 flash bite toxic fang, cynthia s feelings, cyrus s conspiracy;zwak/alternatief
POP;POP Series 8;—;;6;2026;0.0732;3;17;77;109;;;night maintenance, rare candy, roseanne s research;carnivine, cherrim, chimchar, croagunk, happiny, heatran, lucario, luxio, luxray, piplup, probopass, riolu, turtwig, yanmega;aaron s collection, azelf lv 50 downer material mind pulse, azelf lv 55 time walk lock up, azelf lv x psychic aura deep balance, baltoy lv 11 psychic balance spin turn, baltoy lv 19 spinning attack quick turn, bebe s search, broken time space, bronzong g lv 58 galactic switch psychic pulse, call energy, claydol lv 45 cosmic power spinning attack, combee lv 12 honey alert, crobat g lv 44 flash bite toxic fang, cyclone energy;zwak/alternatief
POP;POP Series 8;—;;7;1557;0.0367;2;17;132;136;;;night maintenance, roseanne s research;carnivine, cherrim, chimchar, croagunk, happiny, heatran, lucario, luxio, luxray, piplup, probopass, rare candy, riolu, turtwig;absol lv 31 baleful wind raid, ampharos lv 52 jamming cluster bolt, arcanine lv 48 flame dash inferno onrush, bagon lv 11 bite rage, banette lv 42 ghost head spiteful pain, bebe s search, blastoise lv 52 waterlog hydro pump, breloom lv 40 drain punch homing uppercut, bulbasaur lv 14 shake vine bullet seed, burmy plant cloak lv 10 wear cloak plant cloak tackle, burmy sandy cloak lv 10 wear cloak sandy cloak tackle, burmy trash cloak lv 10 wear cloak trash cloak tackle, carvanha lv 18 slash bite away, charizard lv 55 fury blaze blast burn;zwak/alternatief
POP;POP Series 7;—;;;;;;17;;;;;;;;geen kandidaat
POP;POP Series 6;—;;;;;;17;;;;;;;;geen kandidaat
POP;POP Series 5;—;;1;1617;0.2404;4;16;17;17;;;bill s maintenance, boost energy, double rainbow energy, rare candy;charmander, charmeleon, espeon, ho oh, lugia, meowth, mew, pelipper, pikachu, rainbow energy, umbreon, zangoose;charmander delta species scratch bite, charmeleon delta species slash thunder jolt, espeon gold star purple ray psychic boom, ho oh fire wing fire blast, lugia super psy bolt aerowing, meowth delta species feint attack, mew delta species copy extra draw, pelipper delta species mist lightning wing, pikachu delta species electric punch heavy metal, pikachu lightning ball thunderbolt, rainbow energy delta, umbreon gold star dark ray feint attack, zangoose delta species detect metal claw;zwak/alternatief
POP;POP Series 5;—;;2;1754;0.087;3;16;59;89;;;bill s maintenance, double rainbow energy, rare candy;boost energy, charmander, charmeleon, espeon, ho oh, lugia, meowth, mew, pelipper, pikachu, rainbow energy, umbreon, zangoose;ancient technical machine rock, ancient tomb, celio s network, copycat, crystal shard, dark pupitar dark streak rock tumble, dark tyranitar grind spinning tail bite off, dark tyranitar sand damage second strike, darkness energy special, desert ruins, dunsparce strike and run sudden flash, energy removal 2, feebas tackle ascension, fighting energy;zwak/alternatief
POP;POP Series 5;—;;3;4247;0.0866;2;16;29;29;;;rainbow energy, rare candy;bill s maintenance, boost energy, charmander, charmeleon, double rainbow energy, espeon, ho oh, lugia, meowth, mew, pelipper, pikachu, umbreon, zangoose;acerola, acro bike, choice band, counter energy, counter gain, crushing hammer, cynthia, double colorless energy, electropower, energy recycler, escape board, field blower, fiery flint, guzma;zwak/alternatief
POP;POP Series 5;—;;4;3886;0.0818;3;16;66;86;;;bill s maintenance, rainbow energy, rare candy;boost energy, charmander, charmeleon, double rainbow energy, espeon, ho oh, lugia, meowth, mew, pelipper, pikachu, umbreon, zangoose;apricorn maker, ariados reactive poison spider trap, articuno gx legendary ascent ice wing cold crush gx, bagon risky kick dragon eye, banette gx shady move shadow chant tomb hunt gx, bellsprout blot, blaziken fire starter fire stream, cacnea poison payback light punch, cacturne poison payback feint attack, chinchou pound spark, combusken natural cure lunge, copycat, croconaw tackle sweep away, donphan flail rapid spin;zwak/alternatief
POP;POP Series 5;—;;5;1753;0.0787;3;16;71;96;;;boost energy, rainbow energy, rare candy;bill s maintenance, charmander, charmeleon, double rainbow energy, espeon, ho oh, lugia, meowth, mew, pelipper, pikachu, umbreon, zangoose;ancient technical machine rock, ancient tomb, bellossom heal dance miracle powder solarbeam, blaziken ex blaze kick volcanic ash, blaziken fire starter fire stream, combusken natural cure lunge, copycat, darkness energy, delcatty energy draw max energy source, desert ruins, desert shaman, dunsparce strike and run sudden flash, fighting energy, fire energy;zwak/alternatief
POP;POP Series 5;—;;6;1756;0.0781;3;16;72;101;;;double rainbow energy, rainbow energy, rare candy;bill s maintenance, boost energy, charmander, charmeleon, espeon, ho oh, lugia, meowth, mew, pelipper, pikachu, umbreon, zangoose;absol ex cursed eyes psychic pulse, banette ex shady move shadow chant, banette safeguard night murmurs, budew lv 6 baby evolution errand running, buffer piece, castaway, celio s network, cessation crystal, copycat, corsola cry for help double attack, crystal beach, crystal shard, cursed stone, cyclone energy;zwak/alternatief
POP;POP Series 5;—;;7;4361;0.0657;2;16;47;62;;;bill s maintenance, rainbow energy;boost energy, charmander, charmeleon, double rainbow energy, espeon, ho oh, lugia, meowth, mew, pelipper, pikachu, rare candy, umbreon, zangoose;absol foresight overrun, aron mud slap metal claw, baltoy ram doubleslap, barboach waterfall flail, camerupt magnitude take down, claydol wide laser hyper beam, corphish corkscrew punch guillotine, crawdaunt ex splash back power blow, darkness energy, electrike thundershock, energy search, energy switch, fighting energy, fire energy;zwak/alternatief
POP;POP Series 5;—;;8;2393;0.0621;2;16;52;96;;;rainbow energy, rare candy;bill s maintenance, boost energy, charmander, charmeleon, double rainbow energy, espeon, ho oh, lugia, meowth, mew, pelipper, pikachu, umbreon, zangoose;acerola, alolan ninetales gx ice blade blizzard edge ice path gx, alolan vulpix beacon icy snow, aqua patch, brigette, choice band, dartrix sharp blade quill leaf blade, decidueye gx feather arrow razor leaf hollow hunt gx, diancie sparkling wish diamond storm, double colorless energy, espeon ex miraculous shine psyshock, fairy energy, field blower, float stone;zwak/alternatief
POP;POP Series 4;—;;1;1616;0.1765;3;17;17;17;;;heal energy, pokemon fan club, scramble energy;chimecho, combusken, deoxys, deoxys ex, flygon, grovyle, mew, mudkip, pidgey, pikachu, sceptile, squirtle, treecko, wobbuffet;chimecho delta species wrap sonicboom, combusken smokescreen sky uppercut, deoxys delta species form change crystal laser, deoxys ex form change fastwave, flygon levitate bite sand pit, grovyle quick attack blot, mew reactive barrier psyshock, mudkip super hypno wave, pidgey quick attack pop4, pikachu spark pop4, sceptile energy trans tail rap, squirtle shell retreat tackle, treecko delta species pound shining claws, wobbuffet nap expand;zwak/alternatief
POP;POP Series 4;—;;2;1754;0.0564;2;17;59;89;;;heal energy, scramble energy;chimecho, combusken, deoxys, deoxys ex, flygon, grovyle, mew, mudkip, pidgey, pikachu, pokemon fan club, sceptile, squirtle, treecko;ancient technical machine rock, ancient tomb, bill s maintenance, celio s network, copycat, crystal shard, dark pupitar dark streak rock tumble, dark tyranitar grind spinning tail bite off, dark tyranitar sand damage second strike, darkness energy special, desert ruins, double rainbow energy, dunsparce strike and run sudden flash, energy removal 2;zwak/alternatief
POP;POP Series 4;—;;3;4341;0.0522;3;17;146;154;;;heal energy, pokemon fan club, scramble energy;chimecho, combusken, deoxys, deoxys ex, flygon, grovyle, mew, mudkip, pidgey, pikachu, sceptile, squirtle, treecko, wobbuffet;aura s lucario detect quick attack, aura s lucario focus energy high jump kick, aura s lucario intimidation wave bite, aura s lucario iron defense low kick, aura s lucario metal claw bone rush, azumarill thick fat bubblebeam, beautifly blot whirlwind, blastoise smash turn rocket tackle, blaziken fire punch double kick, cacnea sand attack, celebi ex time reversal psychic shield, championship arena, charizard collect fire flame pillar, charmander delta species scratch bite;zwak/alternatief
POP;POP Series 4;—;;4;5713;0.0472;2;17;82;82;;;heal energy, scramble energy;chimecho, combusken, deoxys, deoxys ex, flygon, grovyle, mew, mudkip, pidgey, pikachu, pokemon fan club, sceptile, squirtle, treecko;altaria safeguard double wing attack dive, bagon singe doubleslap, baltoy spinning attack selfdestruct, barboach amnesia tackle, beautifly hunch luring antenna cutting wind, beldum flip over, boost energy, breloom leaf poison hustle punch, camerupt back burner split bomb, carvanha sharp fin rage, claydol psychic trace ancient mantra, corphish exoskeleton double chop, crawdaunt dark protection bubblebeam cross cut, crobat ex distortion cross attack pester;zwak/alternatief
POP;POP Series 4;—;;5;1546;0.0408;2;17;108;110;;;heal energy, scramble energy;chimecho, combusken, deoxys, deoxys ex, flygon, grovyle, mew, mudkip, pidgey, pikachu, pokemon fan club, sceptile, squirtle, treecko;altaria safeguard double wing attack dive, bagon singe doubleslap, balloon berry, baltoy spinning attack selfdestruct, barboach amnesia tackle, beautifly hunch luring antenna cutting wind, beldum flip over, boost energy, breloom leaf poison hustle punch, camerupt back burner split bomb, carvanha sharp fin rage, claydol psychic trace ancient mantra, corphish exoskeleton double chop, crawdaunt dark protection bubblebeam cross cut;zwak/alternatief
POP;POP Series 3;—;;1;1615;0.1176;2;17;17;17;;;high pressure system, low pressure system;blastoise, combusken, ditto, donphan, eevee, flareon, forretress, ho oh ex, ivysaur, jolteon, marshtomp, minun, pichu bros, plusle;blastoise smash turn rocket tackle, combusken scratch flamethrower, ditto mr mime duplicate psybeam, donphan sniff out fury attack, eevee tackle take down, flareon quick attack fire spin, forretress tackle toxic, ho oh ex golden wing rainbow burn, ivysaur gouge poisonpowder, jolteon thundershock pin missile, marshtomp mud slap double edge, minun cheer up negative ion power bolt, pichu bros bustle, plusle cheer up positive ion body bolt;zwak/alternatief
POP;POP Series 3;—;;2;5864;0.0469;2;17;83;83;;;high pressure system, low pressure system;blastoise, combusken, ditto, donphan, eevee, flareon, forretress, ho oh ex, ivysaur, jolteon, marshtomp, minun, pichu bros, plusle;ancient technical machine ice, ancient technical machine rock, ancient technical machine steel, ancient tomb, banette shadow steal darkness chant, beldum magnetic call metal charge, bellossom heal dance miracle powder solarbeam, castform temperamental weather forecast extra ball, chimecho chime psychic boom, chinchou pound spark, clamperl exoskeleton bubble, claydol primal pull muddy eye, corsola coral glow surf, crobat flutter trick triple poison;zwak/alternatief
POP;POP Series 3;—;;3;1541;0.0425;2;17;100;106;;;high pressure system, low pressure system;blastoise, combusken, ditto, donphan, eevee, flareon, forretress, ho oh ex, ivysaur, jolteon, marshtomp, minun, pichu bros, plusle;absol bad news prize count, altaria dragon dance dragon song, ampharos ex conductivity gigavolt, bagon headbutt flare, bagon paralyzing gaze combustion, bagon risky kick dragon eye, balloon berry, barboach splash mud slap, buffer piece, camerupt super singe ram, charizard collect fire flame pillar, charmander flare rage, charmeleon smokescreen fireworks, combusken quick attack combustion;zwak/alternatief
POP;POP Series 2;—;;1;1614;0.2353;4;17;17;17;;;mr briney s compassion, multi technical machine 01, pokemon park, tv reporter;bulbasaur, cacnea, celebi ex, entei, ivysaur, luvdisc, phanpy, pidgeot, pikachu, raikou, suicune, tauros, venusaur;bulbasaur bite razor leaf, cacnea sand attack, celebi ex time reversal psychic shield, entei stomp fire spin, ivysaur poison seed razor leaf, luvdisc paralyzing kiss fast stream, phanpy double spin body slam, pidgeot beating wings sharp beak, pikachu gnaw thunder jolt, raikou roar thunder, suicune mirror coat bubblebeam, tauros rage take down, venusaur wide solarbeam hard plant;zwak/alternatief
POP;POP Series 2;—;;2;5718;0.0757;2;17;35;42;;;multi technical machine 01, pokemon park;bulbasaur, cacnea, celebi ex, entei, ivysaur, luvdisc, mr briney s compassion, phanpy, pidgeot, pikachu, raikou, suicune, tauros, tv reporter;aura s lucario ex aura s guidance battle blast, blaziken blaze searing flame damage burn, bulbasaur bite razor leaf, combusken slash super singe, darkness energy special, dodrio smash kick smash turn, doduo paralyzing gaze, donphan rock hurl double spin hp, energy switch, exploud collect body slam hyper voice mega throw, fighting energy, fire energy, grass energy, ivysaur gouge poisonpowder;zwak/alternatief
POP;POP Series 2;—;;3;5872;0.0592;2;17;54;54;;;mr briney s compassion, tv reporter;bulbasaur, cacnea, celebi ex, entei, ivysaur, luvdisc, multi technical machine 01, phanpy, pidgeot, pikachu, pokemon park, raikou, suicune, tauros;absol bad news prize count, altaria dragon dance dragon song, ampharos ex conductivity gigavolt, bagon paralyzing gaze combustion, balloon berry, barboach splash mud slap, buffer piece, corphish beat toxic grip, crawdaunt power pinchers guillotine, dragonair dazzle blast healing wave, dragonite ex call for power dragon wave giant tail, dratini dragon dew tail slap, energy recycle system, flaaffy energy recall lightning ball;zwak/alternatief
POP;POP Series 2;—;;4;1754;0.0564;2;17;59;89;;;mr briney s compassion, tv reporter;bulbasaur, cacnea, celebi ex, entei, ivysaur, luvdisc, multi technical machine 01, phanpy, pidgeot, pikachu, pokemon park, raikou, suicune, tauros;ancient technical machine rock, ancient tomb, bill s maintenance, celio s network, copycat, crystal shard, dark pupitar dark streak rock tumble, dark tyranitar grind spinning tail bite off, dark tyranitar sand damage second strike, darkness energy special, desert ruins, double rainbow energy, dunsparce strike and run sudden flash, energy removal 2;zwak/alternatief
POP;POP Series 2;—;;5;1753;0.051;2;17;71;96;;;mr briney s compassion, tv reporter;bulbasaur, cacnea, celebi ex, entei, ivysaur, luvdisc, multi technical machine 01, phanpy, pidgeot, pikachu, pokemon park, raikou, suicune, tauros;ancient technical machine rock, ancient tomb, bellossom heal dance miracle powder solarbeam, blaziken ex blaze kick volcanic ash, blaziken fire starter fire stream, boost energy, combusken natural cure lunge, copycat, darkness energy, delcatty energy draw max energy source, desert ruins, desert shaman, dunsparce strike and run sudden flash, fighting energy;zwak/alternatief
POP;POP Series 2;—;;6;1541;0.0425;2;17;100;106;;;mr briney s compassion, tv reporter;bulbasaur, cacnea, celebi ex, entei, ivysaur, luvdisc, multi technical machine 01, phanpy, pidgeot, pikachu, pokemon park, raikou, suicune, tauros;absol bad news prize count, altaria dragon dance dragon song, ampharos ex conductivity gigavolt, bagon headbutt flare, bagon paralyzing gaze combustion, bagon risky kick dragon eye, balloon berry, barboach splash mud slap, buffer piece, camerupt super singe ram, charizard collect fire flame pillar, charmander flare rage, charmeleon smokescreen fireworks, combusken quick attack combustion;zwak/alternatief
POP;POP Series 1;—;;;;;;17;;;;;;;;geen kandidaat
Diamond & Pearl;Stormfront;SF;;1;1561;0.1373;14;95;106;107;;;conductive quarry, cyclone energy, energy link, energy switch, great ball, luxury ball, marley s request, poke blower, poke drawer, poke healer, potion, premier ball, switch, warp energy;abomasnow, bagon, bibarel, bidoof, bronzong, bronzor, budew, charizard, charmander, charmeleon, cherrim, cherubi, combee, drapion;abomasnow lv 42 snow veil snow play below zero, bagon lv 13 scary face headbutt, bibarel lv 29 unaware amnesia surf, bidoof lv 13 yawn self abandonment, bronzong lv 46 cycler strange spin heavy potential, bronzor lv 14 gyro swap psyshock, budew lv 8 poison enzyme baby evolution buddy buddy, charizard lv 76 energy burn fire spin, charmander lv 10 scratch ember, charmeleon lv 32 slash flamethrower, cherrim lv 30 sunny day salty sweet pollen solarbeam, cherubi lv 9 nap bullet seed, combee lv 12 honey alert, drapion lv 44 scorpion grapple cross poison derail;STERKE KANDIDAAT - controleer en zet in manual_set_map indien juist
Diamond & Pearl;Stormfront;SF;;2;4302;0.0954;9;95;93;92;;;cyclone energy, energy link, great ball, luxury ball, marley s request, poke blower, poke drawer, poke healer, warp energy;abomasnow, bagon, bibarel, bidoof, bronzong, bronzor, budew, charizard, charmander, charmeleon, cherrim, cherubi, combee, conductive quarry;abomasnow lv 42 snow veil snow play below zero, bagon lv 13 scary face headbutt, bibarel lv 29 unaware amnesia surf, bidoof lv 13 yawn self abandonment, bronzong lv 46 cycler strange spin heavy potential, bronzor lv 14 gyro swap psyshock, budew lv 8 poison enzyme baby evolution buddy buddy, charizard lv 76 energy burn fire spin, charmander lv 10 scratch ember, charmeleon lv 32 slash flamethrower, cherrim lv 30 sunny day salty sweet pollen solarbeam, cherubi lv 9 nap bullet seed, combee lv 12 honey alert, dialga lv 72 reverse time time space traveling;zwak/alternatief
Diamond & Pearl;Stormfront;SF;;3;4149;0.0694;3;95;15;15;;;great ball, potion, switch;abomasnow, bagon, bibarel, bidoof, bronzong, bronzor, budew, charizard, charmander, charmeleon, cherrim, cherubi, combee, conductive quarry;fairy energy, fairy garden, flabebe razor leaf, floette petal blizzard razor leaf, jigglypuff body slam, mr mime massage slap down, pokemon catcher, shauna, spritzee fairy wind fickle attack, tierno, wigglytuff balloon barrage double edge, xerneas geomancy rainbow spear;zwak/alternatief
Diamond & Pearl;Stormfront;SF;;4;4389;0.0694;3;95;15;16;;;great ball, potion, switch;abomasnow, bagon, bibarel, bidoof, bronzong, bronzor, budew, charizard, charmander, charmeleon, cherrim, cherubi, combee, conductive quarry;bede, hop, lightning energy, pikachu charge electro ball, pikachu v pika ball circle circuit, pikachu v volt tackle, pikachu vmax g max volt tackle, poke ball, poke kid, pokemon catcher, professor s research professor magnolia, raichu pain full punch mach bolt;zwak/alternatief
Diamond & Pearl;Stormfront;SF;;5;5721;0.0674;3;95;16;16;;;cyclone energy, energy switch, potion;abomasnow, bagon, bibarel, bidoof, bronzong, bronzor, budew, charizard, charmander, charmeleon, cherrim, cherubi, combee, conductive quarry;clefable shining fingers extra comet punch, clefairy pound lullaby, cyndaquil paralyzing gaze fireworks, energy removal 2, fluffy berry, mary s request, poke ball, professor elm s training method, quagsire dense mud shot rock hurl, quilava smokescreen tackle, typhlosion ex bursting up kindle, unown t shuffle hidden power, wooper mud shot tail whap;zwak/alternatief
Diamond & Pearl;Stormfront;SF;;6;4340;0.0621;3;95;19;19;;;energy switch, potion, switch;abomasnow, bagon, bibarel, bidoof, bronzong, bronzor, budew, charizard, charmander, charmeleon, cherrim, cherubi, combee, conductive quarry;ash s torkoal singe firebreathing, audrey s masquerain whirlwind swift, energy search, kathryn s surskit bubble quick attack, larousse s minun electric shield beat, larousse s munchlax yawn bass control, larousse s plusle call for family thunder jolt, magnetic storm, rafe s blaziken fire punch blaze kick, rebecca s metagross psychic boom meteor mash, sid s blastoise hydro pump skull bash, sky s rayquaza air tackle hyper beam, sky splitting deoxys forme change ozone hole, sky splitting deoxys forme change ozone tornado;zwak/alternatief
Diamond & Pearl;Stormfront;SF;;7;4348;0.0621;3;95;19;19;;;energy switch, potion, switch;abomasnow, bagon, bibarel, bidoof, bronzong, bronzor, budew, charizard, charmander, charmeleon, cherrim, cherubi, combee, conductive quarry;butler s dusclops psypunch night shade, butler s kirlia hypnosis nightmare dance, butler s magic trick, butler s mightyena tackle lunge, butler s salamence dragon spark power blast, energy restore, forina s absol razor wind darkness charge, forina s altaria whirlwind, forina s breloom sleep powder poison powder, forina s flygon wing attack fly, forina s jirachi telepathy psy dream, forina s linoone collect body slam, forina s nuzleaf feint attack, forina s tropius stomp solar beam;zwak/alternatief
Diamond & Pearl;Stormfront;SF;;8;5874;0.0621;3;95;19;19;;;energy switch, potion, switch;abomasnow, bagon, bibarel, bidoof, bronzong, bronzor, budew, charizard, charmander, charmeleon, cherrim, cherubi, combee, conductive quarry;aron gnaw, aron teary eyes ram, kirlia removal beam super psy, lairon ram metal claw, lapras ex energy ball confuse ray, lum berry, marshtomp bubble slash, marshtomp natural cure aqua sonic, mudkip bubble, mudkip pound fury swipes, poke ball, pokenav, professor birch, ralts confuse ray;zwak/alternatief
Diamond & Pearl;Legends Awakened;LA;;1;1560;0.0628;9;135;148;153;;;bubble coat, buck s training, cynthia s feelings, energy pickup, poke radar, snowpoint temple, stark mountain, technical machine ts 1, technical machine ts 2;anorith, armaldo, azelf, azelf lv x, beldum, bellossom, bellsprout, buneary, camerupt, castform, castform rain form, castform snow cloud form, castform sunny form, chinchou;anorith lv 29 guard claw x scissor, armaldo lv 52 fossil armor crush claw, azelf lv 55 time walk lock up, azelf lv x psychic aura deep balance, beldum lv 7 allure tackle, beldum lv 9 metal chain take down, bellossom lv 38 parallel gain blend pollen, bellsprout lv 5 vine bind careless tackle, buneary lv 10 rest double kick, camerupt lv 41 eruption take down, castform lv 35 temperament weather ball, castform rain form lv 35 temperament water pulse, castform snow cloud form lv 35 temperament hail, castform sunny form lv 35 temperament ember;MOGELIJK - handmatig controleren
Diamond & Pearl;Legends Awakened;LA;;2;4303;0.0462;3;135;24;24;;;bubble coat, buck s training, energy pickup;anorith, armaldo, azelf, azelf lv x, beldum, bellossom, bellsprout, buneary, camerupt, castform, castform rain form, castform snow cloud form, castform sunny form, chinchou;beldum lv 7 allure tackle, drifblim lv 43 expand whirlwind, drifloon lv 14 mind bend gust, energy search, energy switch, gligar lv 14 poison sting slash, gliscor lv 44 poison jab sharp tail, gliscor lv x shoot poison night slash, heatran lv 45 smelt heavy metal, lucario lv 35 focus blast spike lariat, luxio lv 23 spark thunderous claw, metang lv 22 psyshock bullet punch, mewtwo lv 42 hypnoblast psychic, mewtwo lv x psybarrier giga burn;zwak/alternatief
Diamond & Pearl;Legends Awakened;LA;;3;4305;0.0394;4;135;65;65;;;buck s training, poke radar, stark mountain, technical machine ts 1;anorith, armaldo, azelf, azelf lv x, beldum, bellossom, bellsprout, bubble coat, buneary, camerupt, castform, castform rain form, castform snow cloud form, castform sunny form;bellsprout lv 5 vine bind careless tackle, camerupt lv 41 eruption take down, castform lv 35 temperament weather ball, castform rain form lv 35 temperament water pulse, castform snow cloud form lv 35 temperament hail, castform sunny form lv 35 temperament ember, chinchou lv 13 razor fin aqua spark, corphish lv 6 knock off irongrip, cradily lv 49 drain down acid, crawdaunt lv 32 gripthrow prop up pinchers, cubone lv 16 headbutt bonemerang, dragonair lv 31 wrap rising lunge, dragonite lv 61 hyper beam draco meteor, dratini lv 8 tail slap slam;zwak/alternatief
Diamond & Pearl;Legends Awakened;LA;;4;4304;0.0389;4;135;67;65;;;cynthia s feelings, energy pickup, snowpoint temple, technical machine ts 2;anorith, armaldo, azelf, azelf lv x, beldum, bellossom, bellsprout, bubble coat, buck s training, buneary, camerupt, castform, castform rain form, castform snow cloud form;anorith lv 29 guard claw x scissor, armaldo lv 52 fossil armor crush claw, azelf lv 55 time walk lock up, azelf lv x psychic aura deep balance, beldum lv 9 metal chain take down, bellossom lv 38 parallel gain blend pollen, buneary lv 10 rest double kick, chinchou lv 15 supersonic wave splash, claw fossil jagged stone, delcatty lv 46 attracting body energy assist, deoxys attack forme lv 50 form change psychic boost, deoxys defense forme lv 50 form change psychic defense, deoxys forme lv 50 form change energy crush, deoxys normal forme lv 50 form change energy crush;zwak/alternatief
Diamond & Pearl;Majestic Dawn;MD;;1;1559;0.1339;13;92;100;109;;;call energy, dawn stadium, dusk ball, energy restore, energy search, fossil excavator, health energy, mom s kindness, poke ball, quick ball, recover energy, super scoop up, warp point;aerodactyl, aipom, ambipom, articuno, bronzong, bronzor, buneary, burmy sandy cloak, chatot, chimchar, chingling, combee, cresselia, croagunk;aerodactyl lv 44 primal claw supersonic, aipom lv 15 scratch last resort, aipom lv 16 collect hand trick, ambipom lv 34 astonish hang high, articuno lv 46 freezing screech blizzard, bronzong lv 44 cursed alloy pain amplifier coating, bronzor lv 11 hypnosis confuse ray, buneary lv 13 drawup power extend ears, burmy sandy cloak lv 12 iron defense tackle, chatot lv 30 mimic chatter, chimchar lv 6 flare lunge, chimchar lv 7 cheri berry fury swipes, chingling lv 5 baby evolution uproar, combee lv 6 honey scent flitter;STERKE KANDIDAAT - controleer en zet in manual_set_map indien juist
Diamond & Pearl;Majestic Dawn;MD;;2;4315;0.0913;4;92;16;16;;;energy search, fossil excavator, quick ball, warp point;aerodactyl, aipom, ambipom, articuno, bronzong, bronzor, buneary, burmy sandy cloak, call energy, chatot, chimchar, chingling, combee, cresselia;cranidos lv 24 headbutt steamroll, dunsparce lv 21 snake hook bite and run, multi energy, pichu lv 6 baby evolution chupi, pikachu lv 15 electro recycle bikabika, pokedex handy910is, potion, raichu lv 40 electromagnetic induction explosive thunder, rampardos lv 48 assurance hasty headbutt, skull fossil skull stone, team galactic s wager, unown m lv 15 magnet hidden power;zwak/alternatief
Diamond & Pearl;Majestic Dawn;MD;;3;4307;0.0912;5;92;26;28;;;energy restore, energy search, poke ball, recover energy, warp point;aerodactyl, aipom, ambipom, articuno, bronzong, bronzor, buneary, burmy sandy cloak, call energy, chatot, chimchar, chingling, combee, cresselia;aipom lv 15 scratch last resort, ambipom lv 34 astonish hang high, buizel lv 14 headbutt surf, chatot lv 30 mimic chatter, delibird lv 26 present ice ball, electabuzz lv 32 thundershock thunder, electivire lv 50 motor drive discharge, energy switch, floatzel lv 32 agility aqua jet, glameow lv 14 captivate slash, latias lv 45 miraculous light mist ball, latios lv 47 energy draw luster purge, magmar lv 27 fire punch smog, magmortar lv 52 flame body flame blast fireball bazooka;zwak/alternatief
Diamond & Pearl;Majestic Dawn;MD;;4;4306;0.0887;6;92;42;42;;;energy restore, energy search, mom s kindness, poke ball, super scoop up, warp point;aerodactyl, aipom, ambipom, articuno, bronzong, bronzor, buneary, burmy sandy cloak, call energy, chatot, chimchar, chingling, combee, cresselia;aipom lv 16 collect hand trick, bronzor lv 11 hypnosis confuse ray, buneary lv 13 drawup power extend ears, chimchar lv 6 flare lunge, croagunk lv 13 light punch poison sting, double full heal, drifloon lv 18 delivery reaction, electrike lv 18 random spark tackle, empoleon lv 49 dual splash surf together, energy switch, glameow lv 15 call for family rip claw, grotle lv 23 planting body slam, hippopotas lv 25 grainy sand double edge, hippowdon lv 44 vacuum sand sand impact;zwak/alternatief
Diamond & Pearl;Majestic Dawn;MD;;5;4300;0.073;3;92;14;14;;;mom s kindness, poke ball, super scoop up;aerodactyl, aipom, ambipom, articuno, bronzong, bronzor, buneary, burmy sandy cloak, call energy, chatot, chimchar, chingling, combee, cresselia;conductive quarry, dialga lv 70 time aura metal burn, double full heal, electrode lv 45 flash electro diffusion, farfetch d lv 29 go and collect fury cutter, magnemite lv 13 ram random spark, magneton lv 38 thunder wave removal pulse, magnezone lv 46 super connectivity gyro ball, skarmory lv 34 quick attack mach blade, switch, voltorb lv 31 outlet bouncing ball;zwak/alternatief
