status;matchType;candidateCount;appKey;serie;set;abbr;kaartnr;kaartnaam;cmProductId;cmExpansionId;cmSetCode;cmSetName;cmNumber;cmName;cmRawName;price;foilTrendPrice;url
niet gekoppeld;unmatched;0;Diamond & Pearl|Stormfront|SF|045|Pichu;Diamond & Pearl;Stormfront;SF;045;Pichu;;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Stormfront|SF|046|Piloswine;Diamond & Pearl;Stormfront;SF;046;Piloswine;;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Stormfront|SF|047|Pupitar;Diamond & Pearl;Stormfront;SF;047;Pupitar;;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Stormfront|SF|048|Sableye;Diamond & Pearl;Stormfront;SF;048;Sableye;;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Stormfront|SF|049|Scyther;Diamond & Pearl;Stormfront;SF;049;Scyther;;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Stormfront|SF|050|Shelgon;Diamond & Pearl;Stormfront;SF;050;Shelgon;;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Stormfront|SF|051|Skarmory;Diamond & Pearl;Stormfront;SF;051;Skarmory;;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Stormfront|SF|052|Staravia;Diamond & Pearl;Stormfront;SF;052;Staravia;;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Stormfront|SF|053|Bagon;Diamond & Pearl;Stormfront;SF;053;Bagon;;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Stormfront|SF|054|Bidoof;Diamond & Pearl;Stormfront;SF;054;Bidoof;;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Stormfront|SF|055|Bronzor;Diamond & Pearl;Stormfront;SF;055;Bronzor;;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Stormfront|SF|056|Cherubi;Diamond & Pearl;Stormfront;SF;056;Cherubi;;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Stormfront|SF|057|Combee;Diamond & Pearl;Stormfront;SF;057;Combee;;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Stormfront|SF|058|Drifloon;Diamond & Pearl;Stormfront;SF;058;Drifloon;;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Stormfront|SF|059|Duskull;Diamond & Pearl;Stormfront;SF;059;Duskull;;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Stormfront|SF|060|Duskull;Diamond & Pearl;Stormfront;SF;060;Duskull;;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Stormfront|SF|061|Finneon;Diamond & Pearl;Stormfront;SF;061;Finneon;;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Stormfront|SF|062|Gastly;Diamond & Pearl;Stormfront;SF;062;Gastly;;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Stormfront|SF|063|Larvitar;Diamond & Pearl;Stormfront;SF;063;Larvitar;;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Stormfront|SF|064|Machop;Diamond & Pearl;Stormfront;SF;064;Machop;;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Stormfront|SF|065|Magikarp;Diamond & Pearl;Stormfront;SF;065;Magikarp;;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Stormfront|SF|066|Magnemite;Diamond & Pearl;Stormfront;SF;066;Magnemite;;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Stormfront|SF|067|Magnemite;Diamond & Pearl;Stormfront;SF;067;Magnemite;;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Stormfront|SF|068|Misdreavus;Diamond & Pearl;Stormfront;SF;068;Misdreavus;;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Stormfront|SF|069|Onix;Diamond & Pearl;Stormfront;SF;069;Onix;;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Stormfront|SF|070|Pikachu;Diamond & Pearl;Stormfront;SF;070;Pikachu;;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Stormfront|SF|071|Ponyta;Diamond & Pearl;Stormfront;SF;071;Ponyta;;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Stormfront|SF|072|Roselia;Diamond & Pearl;Stormfront;SF;072;Roselia;;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Stormfront|SF|073|Skorupi;Diamond & Pearl;Stormfront;SF;073;Skorupi;;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Stormfront|SF|074|Snover;Diamond & Pearl;Stormfront;SF;074;Snover;;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Stormfront|SF|075|Starly;Diamond & Pearl;Stormfront;SF;075;Starly;;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Stormfront|SF|076|Stunky;Diamond & Pearl;Stormfront;SF;076;Stunky;;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Stormfront|SF|077|Swinub;Diamond & Pearl;Stormfront;SF;077;Swinub;;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Stormfront|SF|078|Tangela;Diamond & Pearl;Stormfront;SF;078;Tangela;;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Stormfront|SF|079|Treecko;Diamond & Pearl;Stormfront;SF;079;Treecko;;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Stormfront|SF|080|Voltorb;Diamond & Pearl;Stormfront;SF;080;Voltorb;;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Stormfront|SF|081|Voltorb;Diamond & Pearl;Stormfront;SF;081;Voltorb;;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Stormfront|SF|082|Conductive Quarry;Diamond & Pearl;Stormfront;SF;082;Conductive Quarry;;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Stormfront|SF|083|Energy Link;Diamond & Pearl;Stormfront;SF;083;Energy Link;;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Stormfront|SF|084|Energy Switch;Diamond & Pearl;Stormfront;SF;084;Energy Switch;;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Stormfront|SF|085|Great Ball;Diamond & Pearl;Stormfront;SF;085;Great Ball;;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Stormfront|SF|086|Luxury Ball;Diamond & Pearl;Stormfront;SF;086;Luxury Ball;;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Stormfront|SF|087|Marley's Request;Diamond & Pearl;Stormfront;SF;087;Marley's Request;;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Stormfront|SF|088|Poké Blower +;Diamond & Pearl;Stormfront;SF;088;Poké Blower +;;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Stormfront|SF|089|Poké Drawer +;Diamond & Pearl;Stormfront;SF;089;Poké Drawer +;;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Stormfront|SF|090|Poké Healer +;Diamond & Pearl;Stormfront;SF;090;Poké Healer +;;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Stormfront|SF|091|Premier Ball;Diamond & Pearl;Stormfront;SF;091;Premier Ball;;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Stormfront|SF|092|Potion;Diamond & Pearl;Stormfront;SF;092;Potion;;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Stormfront|SF|093|Switch;Diamond & Pearl;Stormfront;SF;093;Switch;;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Stormfront|SF|094|Cyclone Energy;Diamond & Pearl;Stormfront;SF;094;Cyclone Energy;;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Stormfront|SF|095|Warp Energy;Diamond & Pearl;Stormfront;SF;095;Warp Energy;;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Stormfront|SF|096|Dusknoir LV.X;Diamond & Pearl;Stormfront;SF;096;Dusknoir LV.X;;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Stormfront|SF|097|Heatran LV.X;Diamond & Pearl;Stormfront;SF;097;Heatran LV.X;;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Stormfront|SF|098|Machamp LV.X;Diamond & Pearl;Stormfront;SF;098;Machamp LV.X;;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Stormfront|SF|099|Raichu LV.X;Diamond & Pearl;Stormfront;SF;099;Raichu LV.X;;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Stormfront|SF|100|Regigigas LV.X;Diamond & Pearl;Stormfront;SF;100;Regigigas LV.X;;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Stormfront|SF|101|Charmander;Diamond & Pearl;Stormfront;SF;101;Charmander;;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Stormfront|SF|102|Charmeleon;Diamond & Pearl;Stormfront;SF;102;Charmeleon;;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Stormfront|SF|103|Charizard;Diamond & Pearl;Stormfront;SF;103;Charizard;;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Stormfront|SF|SH1|Drifloon;Diamond & Pearl;Stormfront;SF;SH1;Drifloon;;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Stormfront|SF|SH2|Duskull;Diamond & Pearl;Stormfront;SF;SH2;Duskull;;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Stormfront|SF|SH3|Voltorb;Diamond & Pearl;Stormfront;SF;SH3;Voltorb;;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Legends Awakened|LA|001|Deoxys Normal Forme;Diamond & Pearl;Legends Awakened;LA;001;Deoxys Normal Forme;;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Legends Awakened|LA|002|Dragonite;Diamond & Pearl;Legends Awakened;LA;002;Dragonite;;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Legends Awakened|LA|003|Froslass;Diamond & Pearl;Legends Awakened;LA;003;Froslass;;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Legends Awakened|LA|004|Giratina;Diamond & Pearl;Legends Awakened;LA;004;Giratina;;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Legends Awakened|LA|005|Gliscor;Diamond & Pearl;Legends Awakened;LA;005;Gliscor;;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Legends Awakened|LA|006|Heatran;Diamond & Pearl;Legends Awakened;LA;006;Heatran;;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Legends Awakened|LA|007|Kingdra;Diamond & Pearl;Legends Awakened;LA;007;Kingdra;;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Legends Awakened|LA|008|Luxray;Diamond & Pearl;Legends Awakened;LA;008;Luxray;;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Legends Awakened|LA|009|Mamoswine;Diamond & Pearl;Legends Awakened;LA;009;Mamoswine;;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Legends Awakened|LA|010|Metagross;Diamond & Pearl;Legends Awakened;LA;010;Metagross;;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Legends Awakened|LA|011|Mewtwo;Diamond & Pearl;Legends Awakened;LA;011;Mewtwo;;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Legends Awakened|LA|012|Politoed;Diamond & Pearl;Legends Awakened;LA;012;Politoed;;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Legends Awakened|LA|013|Probopass;Diamond & Pearl;Legends Awakened;LA;013;Probopass;;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Legends Awakened|LA|014|Rayquaza;Diamond & Pearl;Legends Awakened;LA;014;Rayquaza;;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Legends Awakened|LA|015|Regigigas;Diamond & Pearl;Legends Awakened;LA;015;Regigigas;;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Legends Awakened|LA|016|Spiritomb;Diamond & Pearl;Legends Awakened;LA;016;Spiritomb;;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Legends Awakened|LA|017|Yanmega;Diamond & Pearl;Legends Awakened;LA;017;Yanmega;;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Legends Awakened|LA|018|Armaldo;Diamond & Pearl;Legends Awakened;LA;018;Armaldo;;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Legends Awakened|LA|019|Azelf;Diamond & Pearl;Legends Awakened;LA;019;Azelf;;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Legends Awakened|LA|020|Bellossom;Diamond & Pearl;Legends Awakened;LA;020;Bellossom;;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Legends Awakened|LA|021|Cradily;Diamond & Pearl;Legends Awakened;LA;021;Cradily;;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Legends Awakened|LA|022|Crawdaunt;Diamond & Pearl;Legends Awakened;LA;022;Crawdaunt;;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Legends Awakened|LA|023|Delcatty;Diamond & Pearl;Legends Awakened;LA;023;Delcatty;;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Legends Awakened|LA|024|Deoxys Attack Forme;Diamond & Pearl;Legends Awakened;LA;024;Deoxys Attack Forme;;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Legends Awakened|LA|025|Deoxys Defense Forme;Diamond & Pearl;Legends Awakened;LA;025;Deoxys Defense Forme;;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Legends Awakened|LA|026|Deoxys Speed Forme;Diamond & Pearl;Legends Awakened;LA;026;Deoxys Speed Forme;;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Legends Awakened|LA|027|Ditto;Diamond & Pearl;Legends Awakened;LA;027;Ditto;;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Legends Awakened|LA|028|Forretress;Diamond & Pearl;Legends Awakened;LA;028;Forretress;;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Legends Awakened|LA|029|Groudon;Diamond & Pearl;Legends Awakened;LA;029;Groudon;;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Legends Awakened|LA|030|Heatran;Diamond & Pearl;Legends Awakened;LA;030;Heatran;;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Legends Awakened|LA|031|Jirachi;Diamond & Pearl;Legends Awakened;LA;031;Jirachi;;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Legends Awakened|LA|032|Kyogre;Diamond & Pearl;Legends Awakened;LA;032;Kyogre;;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Legends Awakened|LA|033|Lopunny;Diamond & Pearl;Legends Awakened;LA;033;Lopunny;;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Legends Awakened|LA|034|Mesprit;Diamond & Pearl;Legends Awakened;LA;034;Mesprit;;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Legends Awakened|LA|035|Poliwrath;Diamond & Pearl;Legends Awakened;LA;035;Poliwrath;;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Legends Awakened|LA|036|Regice;Diamond & Pearl;Legends Awakened;LA;036;Regice;;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Legends Awakened|LA|037|Regigigas;Diamond & Pearl;Legends Awakened;LA;037;Regigigas;;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Legends Awakened|LA|038|Regirock;Diamond & Pearl;Legends Awakened;LA;038;Regirock;;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Legends Awakened|LA|039|Registeel;Diamond & Pearl;Legends Awakened;LA;039;Registeel;;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Legends Awakened|LA|040|Shedinja;Diamond & Pearl;Legends Awakened;LA;040;Shedinja;;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Legends Awakened|LA|041|Torkoal;Diamond & Pearl;Legends Awakened;LA;041;Torkoal;;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Legends Awakened|LA|042|Unown [!];Diamond & Pearl;Legends Awakened;LA;042;Unown [!];;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Legends Awakened|LA|043|Uxie;Diamond & Pearl;Legends Awakened;LA;043;Uxie;;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Legends Awakened|LA|044|Victreebel;Diamond & Pearl;Legends Awakened;LA;044;Victreebel;;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Legends Awakened|LA|045|Vileplume;Diamond & Pearl;Legends Awakened;LA;045;Vileplume;;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Legends Awakened|LA|046|Anorith;Diamond & Pearl;Legends Awakened;LA;046;Anorith;;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Legends Awakened|LA|047|Camerupt;Diamond & Pearl;Legends Awakened;LA;047;Camerupt;;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Legends Awakened|LA|048|Castform;Diamond & Pearl;Legends Awakened;LA;048;Castform;;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Legends Awakened|LA|049|Castform Rain Form;Diamond & Pearl;Legends Awakened;LA;049;Castform Rain Form;;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Legends Awakened|LA|050|Castform Snow-Cloud Form;Diamond & Pearl;Legends Awakened;LA;050;Castform Snow-Cloud Form;;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Legends Awakened|LA|051|Castform Sunny Form;Diamond & Pearl;Legends Awakened;LA;051;Castform Sunny Form;;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Legends Awakened|LA|052|Dragonair;Diamond & Pearl;Legends Awakened;LA;052;Dragonair;;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Legends Awakened|LA|053|Drifblim;Diamond & Pearl;Legends Awakened;LA;053;Drifblim;;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Legends Awakened|LA|054|Exeggutor;Diamond & Pearl;Legends Awakened;LA;054;Exeggutor;;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Legends Awakened|LA|055|Gliscor;Diamond & Pearl;Legends Awakened;LA;055;Gliscor;;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Legends Awakened|LA|056|Grumpig;Diamond & Pearl;Legends Awakened;LA;056;Grumpig;;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Legends Awakened|LA|057|Houndoom;Diamond & Pearl;Legends Awakened;LA;057;Houndoom;;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Legends Awakened|LA|058|Lanturn;Diamond & Pearl;Legends Awakened;LA;058;Lanturn;;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Legends Awakened|LA|059|Lanturn;Diamond & Pearl;Legends Awakened;LA;059;Lanturn;;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Legends Awakened|LA|060|Ledian;Diamond & Pearl;Legends Awakened;LA;060;Ledian;;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Legends Awakened|LA|061|Lucario;Diamond & Pearl;Legends Awakened;LA;061;Lucario;;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Legends Awakened|LA|062|Luxio;Diamond & Pearl;Legends Awakened;LA;062;Luxio;;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Legends Awakened|LA|063|Marowak;Diamond & Pearl;Legends Awakened;LA;063;Marowak;;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Legends Awakened|LA|064|Metang;Diamond & Pearl;Legends Awakened;LA;064;Metang;;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Legends Awakened|LA|065|Metang;Diamond & Pearl;Legends Awakened;LA;065;Metang;;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Legends Awakened|LA|066|Mightyena;Diamond & Pearl;Legends Awakened;LA;066;Mightyena;;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Legends Awakened|LA|067|Ninjask;Diamond & Pearl;Legends Awakened;LA;067;Ninjask;;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Legends Awakened|LA|068|Persian;Diamond & Pearl;Legends Awakened;LA;068;Persian;;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Legends Awakened|LA|069|Piloswine;Diamond & Pearl;Legends Awakened;LA;069;Piloswine;;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Legends Awakened|LA|070|Seadra;Diamond & Pearl;Legends Awakened;LA;070;Seadra;;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Legends Awakened|LA|071|Starmie;Diamond & Pearl;Legends Awakened;LA;071;Starmie;;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Legends Awakened|LA|072|Swalot;Diamond & Pearl;Legends Awakened;LA;072;Swalot;;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Legends Awakened|LA|073|Swellow;Diamond & Pearl;Legends Awakened;LA;073;Swellow;;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Legends Awakened|LA|074|Tauros;Diamond & Pearl;Legends Awakened;LA;074;Tauros;;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Legends Awakened|LA|075|Tentacruel;Diamond & Pearl;Legends Awakened;LA;075;Tentacruel;;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Legends Awakened|LA|076|Unown [J];Diamond & Pearl;Legends Awakened;LA;076;Unown [J];;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Legends Awakened|LA|077|Unown [R];Diamond & Pearl;Legends Awakened;LA;077;Unown [R];;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Legends Awakened|LA|078|Unown [U];Diamond & Pearl;Legends Awakened;LA;078;Unown [U];;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Legends Awakened|LA|079|Unown [V];Diamond & Pearl;Legends Awakened;LA;079;Unown [V];;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Legends Awakened|LA|080|Unown [W];Diamond & Pearl;Legends Awakened;LA;080;Unown [W];;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Legends Awakened|LA|081|Unown [Y];Diamond & Pearl;Legends Awakened;LA;081;Unown [Y];;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Legends Awakened|LA|082|Unown [?];Diamond & Pearl;Legends Awakened;LA;082;Unown [?];;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Legends Awakened|LA|083|Beldum;Diamond & Pearl;Legends Awakened;LA;083;Beldum;;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Legends Awakened|LA|084|Beldum;Diamond & Pearl;Legends Awakened;LA;084;Beldum;;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Legends Awakened|LA|085|Bellsprout;Diamond & Pearl;Legends Awakened;LA;085;Bellsprout;;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Legends Awakened|LA|086|Buneary;Diamond & Pearl;Legends Awakened;LA;086;Buneary;;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Legends Awakened|LA|087|Chinchou;Diamond & Pearl;Legends Awakened;LA;087;Chinchou;;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Legends Awakened|LA|088|Chinchou;Diamond & Pearl;Legends Awakened;LA;088;Chinchou;;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Legends Awakened|LA|089|Corphish;Diamond & Pearl;Legends Awakened;LA;089;Corphish;;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Legends Awakened|LA|090|Cubone;Diamond & Pearl;Legends Awakened;LA;090;Cubone;;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Legends Awakened|LA|091|Dratini;Diamond & Pearl;Legends Awakened;LA;091;Dratini;;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Legends Awakened|LA|092|Drifloon;Diamond & Pearl;Legends Awakened;LA;092;Drifloon;;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Legends Awakened|LA|093|Exeggcute;Diamond & Pearl;Legends Awakened;LA;093;Exeggcute;;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Legends Awakened|LA|094|Gligar;Diamond & Pearl;Legends Awakened;LA;094;Gligar;;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Legends Awakened|LA|095|Gligar;Diamond & Pearl;Legends Awakened;LA;095;Gligar;;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Legends Awakened|LA|096|Gloom;Diamond & Pearl;Legends Awakened;LA;096;Gloom;;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Legends Awakened|LA|097|Gloom;Diamond & Pearl;Legends Awakened;LA;097;Gloom;;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Legends Awakened|LA|098|Gulpin;Diamond & Pearl;Legends Awakened;LA;098;Gulpin;;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Legends Awakened|LA|099|Hitmonchan;Diamond & Pearl;Legends Awakened;LA;099;Hitmonchan;;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Legends Awakened|LA|100|Hitmonlee;Diamond & Pearl;Legends Awakened;LA;100;Hitmonlee;;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Legends Awakened|LA|101|Hitmontop;Diamond & Pearl;Legends Awakened;LA;101;Hitmontop;;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Legends Awakened|LA|102|Horsea;Diamond & Pearl;Legends Awakened;LA;102;Horsea;;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Legends Awakened|LA|103|Houndour;Diamond & Pearl;Legends Awakened;LA;103;Houndour;;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Legends Awakened|LA|104|Ledyba;Diamond & Pearl;Legends Awakened;LA;104;Ledyba;;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Legends Awakened|LA|105|Lileep;Diamond & Pearl;Legends Awakened;LA;105;Lileep;;;;;;;;;;
niet gekoppeld;unmatched;0;Diamond & Pearl|Legends Awakened|LA|106|Meowth;Diamond & Pearl;Legends Awakened;LA;106;Meowth;;;;;;;;;;
